sku_id,week,actual_demand,outlier_type,is_outlier_true,is_outlier_if,if_score
SKU-013,2022-08-29,17,none,0,0,0.2275
SKU-013,2022-09-05,13,none,0,0,0.2363
SKU-013,2022-09-12,13,none,0,0,0.2415
SKU-013,2022-09-19,16,none,0,0,0.251
SKU-013,2022-09-26,10,none,0,0,0.089
SKU-013,2022-10-03,15,none,0,0,0.2585
SKU-013,2022-10-10,14,none,0,0,0.2473
SKU-013,2022-10-17,17,none,0,0,0.2021
SKU-013,2022-10-24,14,none,0,0,0.2463
SKU-013,2022-10-31,16,none,0,0,0.2363
SKU-013,2022-11-07,14,none,0,0,0.2333
SKU-013,2022-11-14,15,none,0,0,0.2279
SKU-013,2022-11-21,13,none,0,0,0.1921
SKU-013,2022-11-28,16,none,0,0,0.2252
SKU-013,2022-12-05,11,none,0,0,0.1011
SKU-013,2022-12-12,15,none,0,0,0.1898
SKU-013,2022-12-19,15,none,0,0,0.1757
SKU-013,2022-12-26,11,none,0,0,0.0614
SKU-013,2023-01-02,14,none,0,0,0.15
SKU-013,2023-01-09,14,none,0,0,0.1578
SKU-013,2023-01-16,16,none,0,0,0.1676
SKU-013,2023-01-23,18,none,0,0,0.0876
SKU-013,2023-01-30,16,none,0,0,0.2089
SKU-013,2023-02-06,14,none,0,0,0.2214
SKU-013,2023-02-13,14,none,0,0,0.2273
SKU-013,2023-02-20,14,none,0,0,0.2391
SKU-013,2023-02-27,17,none,0,0,0.1865
SKU-013,2023-03-06,13,none,0,0,0.2128
SKU-013,2023-03-13,14,none,0,0,0.241
SKU-013,2023-03-20,16,none,0,0,0.2291
SKU-013,2023-03-27,17,none,0,0,0.1987
SKU-013,2023-04-03,14,none,0,0,0.2554
SKU-013,2023-04-10,12,none,0,0,0.1705
SKU-013,2023-04-17,15,none,0,0,0.2566
SKU-013,2023-04-24,15,none,0,0,0.264
SKU-013,2023-05-01,12,none,0,0,0.1652
SKU-013,2023-05-08,13,none,0,0,0.2228
SKU-013,2023-05-15,15,none,0,0,0.267
SKU-013,2023-05-22,16,none,0,0,0.2277
SKU-013,2023-05-29,16,none,0,0,0.2334
SKU-013,2023-06-05,15,none,0,0,0.2698
SKU-013,2023-06-12,15,none,0,0,0.2686
SKU-013,2023-06-19,16,none,0,0,0.2488
SKU-013,2023-06-26,16,none,0,0,0.2477
SKU-013,2023-07-03,16,none,0,0,0.2413
SKU-013,2023-07-10,17,none,0,0,0.2111
SKU-013,2023-07-17,15,none,0,0,0.255
SKU-013,2023-07-24,15,none,0,0,0.2625
SKU-013,2023-07-31,112,noise,1,1,-0.1027
SKU-013,2023-08-07,14,none,0,0,0.2596
SKU-013,2023-08-14,17,none,0,0,0.2195
SKU-013,2023-08-21,15,none,0,0,0.2722
SKU-013,2023-08-28,12,none,0,0,0.1693
SKU-013,2023-09-04,16,none,0,0,0.2515
SKU-013,2023-09-11,16,none,0,0,0.2508
SKU-013,2023-09-18,13,none,0,0,0.2362
SKU-013,2023-09-25,14,none,0,0,0.25
SKU-013,2023-10-02,16,none,0,0,0.25
SKU-013,2023-10-09,16,none,0,0,0.2464
SKU-013,2023-10-16,13,none,0,0,0.2322
SKU-013,2023-10-23,14,none,0,0,0.2463
SKU-013,2023-10-30,15,none,0,0,0.2459
SKU-013,2023-11-06,15,none,0,0,0.2417
SKU-013,2023-11-13,16,none,0,0,0.2278
SKU-013,2023-11-20,12,none,0,0,0.1359
SKU-013,2023-11-27,16,none,0,0,0.2252
SKU-013,2023-12-04,16,none,0,0,0.1979
SKU-013,2023-12-11,17,none,0,0,0.1281
SKU-013,2023-12-18,13,none,0,0,0.115
SKU-013,2023-12-25,16,none,0,0,0.1384
SKU-013,2024-01-01,14,none,0,0,0.15
SKU-013,2024-01-08,15,none,0,0,0.1629
SKU-013,2024-01-15,15,none,0,0,0.1888
SKU-013,2024-01-22,15,none,0,0,0.1917
SKU-013,2024-01-29,16,none,0,0,0.2089
SKU-013,2024-02-05,13,none,0,0,0.1929
SKU-013,2024-02-12,12,none,0,0,0.1406
SKU-013,2024-02-19,13,none,0,0,0.2069
SKU-013,2024-02-26,14,none,0,0,0.2393
SKU-013,2024-03-04,84,noise,1,1,-0.0691
SKU-013,2024-03-11,17,none,0,0,0.2028
SKU-013,2024-03-18,17,none,0,0,0.2055
SKU-013,2024-03-25,13,none,0,0,0.2136
SKU-013,2024-04-01,14,none,0,0,0.2554
SKU-013,2024-04-08,16,none,0,0,0.2326
SKU-013,2024-04-15,14,none,0,0,0.2541
SKU-013,2024-04-22,14,none,0,0,0.26
SKU-013,2024-04-29,17,none,0,0,0.189
SKU-013,2024-05-06,15,none,0,0,0.2683
SKU-013,2024-05-13,15,none,0,0,0.267
SKU-013,2024-05-20,14,none,0,0,0.2552
SKU-013,2024-05-27,15,none,0,0,0.2665
SKU-013,2024-06-03,15,none,0,0,0.2698
SKU-013,2024-06-10,15,none,0,0,0.2686
SKU-013,2024-06-17,15,none,0,0,0.278
SKU-013,2024-06-24,14,none,0,0,0.254
SKU-013,2024-07-01,14,none,0,0,0.2532
SKU-013,2024-07-08,14,none,0,0,0.256
SKU-013,2024-07-15,18,none,0,0,0.1337
SKU-013,2024-07-22,14,none,0,0,0.2535
SKU-013,2024-07-29,16,none,0,0,0.2423
SKU-013,2024-08-05,14,none,0,0,0.2596
SKU-013,2024-08-12,14,none,0,0,0.2604
SKU-013,2024-08-19,15,none,0,0,0.2722
SKU-013,2024-08-26,17,none,0,0,0.2275
SKU-013,2024-09-02,15,none,0,0,0.2584
SKU-013,2024-09-09,14,none,0,0,0.2499
SKU-013,2024-09-16,16,none,0,0,0.251
SKU-013,2024-09-23,18,none,0,0,0.1377
SKU-013,2024-09-30,13,none,0,0,0.2307
SKU-013,2024-10-07,15,none,0,0,0.2579
SKU-013,2024-10-14,14,none,0,0,0.2472
SKU-013,2024-10-21,11,none,0,0,0.1272
SKU-013,2024-10-28,17,none,0,0,0.1983
SKU-013,2024-11-04,14,none,0,0,0.2333
SKU-013,2024-11-11,17,none,0,0,0.1829
SKU-013,2024-11-18,16,none,0,0,0.2216
SKU-013,2024-11-25,15,none,0,0,0.2146
SKU-013,2024-12-02,17,none,0,0,0.1573
SKU-013,2024-12-09,15,none,0,0,0.1898
SKU-013,2024-12-16,15,none,0,0,0.1757
SKU-013,2024-12-23,16,none,0,0,0.1384
SKU-013,2024-12-30,11,none,0,0,0.0163
SKU-014,2022-02-07,13,none,0,0,0.1534
SKU-014,2022-02-14,16,none,0,0,0.1453
SKU-014,2022-02-21,14,none,0,0,0.1731
SKU-014,2022-02-28,14,none,0,0,0.1754
SKU-014,2022-03-07,15,none,0,0,0.2054
SKU-014,2022-03-14,15,none,0,0,0.211
SKU-014,2022-03-21,16,none,0,0,0.1865
SKU-014,2022-03-28,15,none,0,0,0.2244
SKU-014,2022-04-04,15,none,0,0,0.2213
SKU-014,2022-04-11,17,none,0,0,0.1764
SKU-014,2022-04-18,17,none,0,0,0.1815
SKU-014,2022-04-25,15,none,0,0,0.2214
SKU-014,2022-05-02,14,none,0,0,0.2115
SKU-014,2022-05-09,12,none,0,0,0.1002
SKU-014,2022-05-16,16,none,0,0,0.2221
SKU-014,2022-05-23,16,none,0,0,0.2215
SKU-014,2022-05-30,17,none,0,0,0.2078
SKU-014,2022-06-06,135,noise,1,1,-0.1894
SKU-014,2022-06-13,13,none,0,0,0.1932
SKU-014,2022-06-20,15,none,0,0,0.2225
SKU-014,2022-06-27,16,none,0,0,0.2315
SKU-014,2022-07-04,15,none,0,0,0.2281
SKU-014,2022-07-11,13,none,0,0,0.1916
SKU-014,2022-07-18,17,none,0,0,0.2145
SKU-014,2022-07-25,13,none,0,0,0.1886
SKU-014,2022-08-01,15,none,0,0,0.2221
SKU-014,2022-08-08,17,none,0,0,0.2087
SKU-014,2022-08-15,16,none,0,0,0.2223
SKU-014,2022-08-22,26,business,1,0,0.018
SKU-014,2022-08-29,14,none,0,0,0.2076
SKU-014,2022-09-05,16,none,0,0,0.2127
SKU-014,2022-09-12,13,none,0,0,0.1708
SKU-014,2022-09-19,15,none,0,0,0.2169
SKU-014,2022-09-26,13,none,0,0,0.1592
SKU-014,2022-10-03,14,none,0,0,0.1972
SKU-014,2022-10-10,19,none,0,0,0.1074
SKU-014,2022-10-17,16,none,0,0,0.2045
SKU-014,2022-10-24,17,none,0,0,0.2049
SKU-014,2022-10-31,17,none,0,0,0.195
SKU-014,2022-11-07,14,none,0,0,0.1875
SKU-014,2022-11-14,39,business,1,1,-0.0297
SKU-014,2022-11-21,33,business,1,1,-0.0203
SKU-014,2022-11-28,15,none,0,0,0.1826
SKU-014,2022-12-05,15,none,0,0,0.176
SKU-014,2022-12-12,14,none,0,0,0.1513
SKU-014,2022-12-19,14,none,0,0,0.1536
SKU-014,2022-12-26,15,none,0,0,0.1332
SKU-014,2023-01-02,15,none,0,0,0.0872
SKU-014,2023-01-09,13,none,0,0,0.1023
SKU-014,2023-01-16,13,none,0,0,0.1379
SKU-014,2023-01-23,13,none,0,0,0.1336
SKU-014,2023-01-30,14,none,0,0,0.1461
SKU-014,2023-02-06,15,none,0,0,0.1587
SKU-014,2023-02-13,13,none,0,0,0.159
SKU-014,2023-02-20,14,none,0,0,0.1731
SKU-014,2023-02-27,16,none,0,0,0.1747
SKU-014,2023-03-06,17,none,0,0,0.1522
SKU-014,2023-03-13,15,none,0,0,0.211
SKU-014,2023-03-20,15,none,0,0,0.2154
SKU-014,2023-03-27,15,none,0,0,0.2244
SKU-014,2023-04-03,14,none,0,0,0.2012
SKU-014,2023-04-10,15,none,0,0,0.2171
SKU-014,2023-04-17,14,none,0,0,0.2033
SKU-014,2023-04-24,15,none,0,0,0.2214
SKU-014,2023-05-01,14,none,0,0,0.2115
SKU-014,2023-05-08,14,none,0,0,0.2185
SKU-014,2023-05-15,16,none,0,0,0.2221
SKU-014,2023-05-22,15,none,0,0,0.2242
SKU-014,2023-05-29,14,none,0,0,0.2062
SKU-014,2023-06-05,15,none,0,0,0.2214
SKU-014,2023-06-12,13,none,0,0,0.1932
SKU-014,2023-06-19,17,none,0,0,0.2193
SKU-014,2023-06-26,13,none,0,0,0.1918
SKU-014,2023-07-03,15,none,0,0,0.2281
SKU-014,2023-07-10,16,none,0,0,0.2311
SKU-014,2023-07-17,15,none,0,0,0.2197
SKU-014,2023-07-24,18,none,0,0,0.1547
SKU-014,2023-07-31,16,none,0,0,0.2179
SKU-014,2023-08-07,13,none,0,0,0.1953
SKU-014,2023-08-14,10,none,0,0,0.0407
SKU-014,2023-08-21,13,none,0,0,0.1922
SKU-014,2023-08-28,14,none,0,0,0.2076
SKU-014,2023-09-04,15,none,0,0,0.2205
SKU-014,2023-09-11,16,none,0,0,0.2141
SKU-014,2023-09-18,17,none,0,0,0.2002
SKU-014,2023-09-25,15,none,0,0,0.2111
SKU-014,2023-10-02,15,none,0,0,0.1962
SKU-014,2023-10-09,16,none,0,0,0.2008
SKU-014,2023-10-16,17,none,0,0,0.2036
SKU-014,2023-10-23,85,noise,1,1,-0.1397
SKU-014,2023-10-30,14,none,0,0,0.1783
SKU-014,2023-11-06,14,none,0,0,0.1875
SKU-014,2023-11-13,13,none,0,0,0.1311
SKU-014,2023-11-20,15,none,0,0,0.1823
SKU-014,2023-11-27,15,none,0,0,0.1826
SKU-014,2023-12-04,16,none,0,0,0.1616
SKU-014,2023-12-11,18,none,0,0,0.0827
SKU-014,2023-12-18,15,none,0,0,0.1444
SKU-014,2023-12-25,14,none,0,0,0.1056
SKU-014,2024-01-01,15,none,0,0,0.0872
SKU-014,2024-01-08,16,none,0,0,0.0842
SKU-014,2024-01-15,13,none,0,0,0.1379
SKU-014,2024-01-22,12,none,0,0,0.0537
SKU-014,2024-01-29,14,none,0,0,0.1461
SKU-014,2024-02-05,17,none,0,0,0.1052
SKU-014,2024-02-12,13,none,0,0,0.159
SKU-014,2024-02-19,39,business,1,1,-0.0981
SKU-014,2024-02-26,12,none,0,0,0.0852
SKU-014,2024-03-04,15,none,0,0,0.2054
SKU-014,2024-03-11,16,none,0,0,0.1837
SKU-014,2024-03-18,17,none,0,0,0.1585
SKU-014,2024-03-25,15,none,0,0,0.2244
SKU-014,2024-04-01,14,none,0,0,0.2012
SKU-014,2024-04-08,14,none,0,0,0.1999
SKU-014,2024-04-15,16,none,0,0,0.1968
SKU-014,2024-04-22,14,none,0,0,0.203
SKU-014,2024-04-29,15,none,0,0,0.215
SKU-014,2024-05-06,14,none,0,0,0.2185
SKU-014,2024-05-13,18,none,0,0,0.1167
SKU-014,2024-05-20,14,none,0,0,0.2184
SKU-014,2024-05-27,17,none,0,0,0.2078
SKU-014,2024-06-03,17,none,0,0,0.2121
SKU-014,2024-06-10,17,none,0,0,0.2162
SKU-014,2024-06-17,17,none,0,0,0.2193
SKU-014,2024-06-24,16,none,0,0,0.2315
SKU-014,2024-07-01,16,none,0,0,0.226
SKU-014,2024-07-08,17,none,0,0,0.2194
SKU-014,2024-07-15,16,none,0,0,0.2225
SKU-014,2024-07-22,17,none,0,0,0.213
SKU-014,2024-07-29,14,none,0,0,0.2131
SKU-014,2024-08-05,15,none,0,0,0.2234
SKU-014,2024-08-12,14,none,0,0,0.2145
SKU-014,2024-08-19,15,none,0,0,0.2304
SKU-014,2024-08-26,18,none,0,0,0.1646
SKU-014,2024-09-02,15,none,0,0,0.2205
SKU-014,2024-09-09,14,none,0,0,0.2051
SKU-014,2024-09-16,16,none,0,0,0.2159
SKU-014,2024-09-23,17,none,0,0,0.2002
SKU-014,2024-09-30,14,none,0,0,0.1972
SKU-014,2024-10-07,14,none,0,0,0.184
SKU-014,2024-10-14,17,none,0,0,0.2036
SKU-014,2024-10-21,17,none,0,0,0.2049
SKU-014,2024-10-28,16,none,0,0,0.2036
SKU-014,2024-11-04,16,none,0,0,0.1988
SKU-014,2024-11-11,14,none,0,0,0.1832
SKU-014,2024-11-18,16,none,0,0,0.1817
SKU-014,2024-11-25,17,none,0,0,0.1496
SKU-014,2024-12-02,14,none,0,0,0.1602
SKU-014,2024-12-09,15,none,0,0,0.1608
SKU-014,2024-12-16,14,none,0,0,0.1536
SKU-014,2024-12-23,15,none,0,0,0.1332
SKU-014,2024-12-30,15,none,0,0,0.0872
SKU-015,2022-02-07,90,noise,1,1,-0.0935
SKU-015,2022-02-14,16,none,0,0,0.2206
SKU-015,2022-02-21,15,none,0,0,0.2578
SKU-015,2022-02-28,15,none,0,0,0.2651
SKU-015,2022-03-07,14,none,0,0,0.2511
SKU-015,2022-03-14,13,none,0,0,0.2097
SKU-015,2022-03-21,14,none,0,0,0.254
SKU-015,2022-03-28,15,none,0,0,0.2661
SKU-015,2022-04-04,14,none,0,0,0.2465
SKU-015,2022-04-11,35,business,1,0,0.0197
SKU-015,2022-04-18,17,none,0,0,0.2467
SKU-015,2022-04-25,15,none,0,0,0.2705
SKU-015,2022-05-02,14,none,0,0,0.2567
SKU-015,2022-05-09,16,none,0,0,0.2484
SKU-015,2022-05-16,15,none,0,0,0.2623
SKU-015,2022-05-23,15,none,0,0,0.2541
SKU-015,2022-05-30,16,none,0,0,0.2425
SKU-015,2022-06-06,13,none,0,0,0.2131
SKU-015,2022-06-13,14,none,0,0,0.2453
SKU-015,2022-06-20,16,none,0,0,0.2581
SKU-015,2022-06-27,14,none,0,0,0.2497
SKU-015,2022-07-04,17,none,0,0,0.2346
SKU-015,2022-07-11,13,none,0,0,0.1915
SKU-015,2022-07-18,15,none,0,0,0.2751
SKU-015,2022-07-25,18,none,0,0,0.1817
SKU-015,2022-08-01,14,none,0,0,0.2415
SKU-015,2022-08-08,14,none,0,0,0.2373
SKU-015,2022-08-15,17,none,0,0,0.2205
SKU-015,2022-08-22,15,none,0,0,0.26
SKU-015,2022-08-29,13,none,0,0,0.2085
SKU-015,2022-09-05,14,none,0,0,0.2297
SKU-015,2022-09-12,16,none,0,0,0.2696
SKU-015,2022-09-19,16,none,0,0,0.2715
SKU-015,2022-09-26,16,none,0,0,0.27
SKU-015,2022-10-03,14,none,0,0,0.2214
SKU-015,2022-10-10,17,none,0,0,0.236
SKU-015,2022-10-17,16,none,0,0,0.257
SKU-015,2022-10-24,15,none,0,0,0.258
SKU-015,2022-10-31,117,noise,1,1,-0.0222
SKU-015,2022-11-07,15,none,0,0,0.2551
SKU-015,2022-11-14,15,none,0,0,0.2413
SKU-015,2022-11-21,14,none,0,0,0.1896
SKU-015,2022-11-28,18,none,0,0,0.145
SKU-015,2022-12-05,16,none,0,0,0.205
SKU-015,2022-12-12,15,none,0,0,0.2165
SKU-015,2022-12-19,15,none,0,0,0.1842
SKU-015,2022-12-26,15,none,0,0,0.1516
SKU-015,2023-01-02,14,none,0,0,0.1301
SKU-015,2023-01-09,15,none,0,0,0.2003
SKU-015,2023-01-16,13,none,0,0,0.1501
SKU-015,2023-01-23,17,none,0,0,0.1625
SKU-015,2023-01-30,15,none,0,0,0.2199
SKU-015,2023-02-06,14,none,0,0,0.2115
SKU-015,2023-02-13,13,none,0,0,0.1776
SKU-015,2023-02-20,16,none,0,0,0.2302
SKU-015,2023-02-27,15,none,0,0,0.2651
SKU-015,2023-03-06,15,none,0,0,0.2657
SKU-015,2023-03-13,33,business,1,0,0.0198
SKU-015,2023-03-20,17,none,0,0,0.2387
SKU-015,2023-03-27,17,none,0,0,0.2459
SKU-015,2023-04-03,17,none,0,0,0.2498
SKU-015,2023-04-10,15,none,0,0,0.266
SKU-015,2023-04-17,15,none,0,0,0.2662
SKU-015,2023-04-24,14,none,0,0,0.2545
SKU-015,2023-05-01,17,none,0,0,0.2364
SKU-015,2023-05-08,13,none,0,0,0.2014
SKU-015,2023-05-15,16,none,0,0,0.2522
SKU-015,2023-05-22,16,none,0,0,0.2527
SKU-015,2023-05-29,15,none,0,0,0.2555
SKU-015,2023-06-05,13,none,0,0,0.2131
SKU-015,2023-06-12,17,none,0,0,0.2236
SKU-015,2023-06-19,15,none,0,0,0.2731
SKU-015,2023-06-26,14,none,0,0,0.2497
SKU-015,2023-07-03,17,none,0,0,0.2346
SKU-015,2023-07-10,15,none,0,0,0.2781
SKU-015,2023-07-17,16,none,0,0,0.2509
SKU-015,2023-07-24,15,none,0,0,0.2657
SKU-015,2023-07-31,15,none,0,0,0.2664
SKU-015,2023-08-07,16,none,0,0,0.2629
SKU-015,2023-08-14,16,none,0,0,0.2616
SKU-015,2023-08-21,112,noise,1,1,-0.0458
SKU-015,2023-08-28,13,none,0,0,0.2085
SKU-015,2023-09-04,18,none,0,0,0.1708
SKU-015,2023-09-11,15,none,0,0,0.2594
SKU-015,2023-09-18,16,none,0,0,0.2715
SKU-015,2023-09-25,16,none,0,0,0.27
SKU-015,2023-10-02,15,none,0,0,0.261
SKU-015,2023-10-09,15,none,0,0,0.2645
SKU-015,2023-10-16,17,none,0,0,0.2336
SKU-015,2023-10-23,105,noise,1,1,-0.0225
SKU-015,2023-10-30,19,none,0,0,0.1133
SKU-015,2023-11-06,15,none,0,0,0.2551
SKU-015,2023-11-13,16,none,0,0,0.2261
SKU-015,2023-11-20,18,none,0,0,0.159
SKU-015,2023-11-27,15,none,0,0,0.2272
SKU-015,2023-12-04,14,none,0,0,0.1783
SKU-015,2023-12-11,17,none,0,0,0.164
SKU-015,2023-12-18,14,none,0,0,0.1302
SKU-015,2023-12-25,17,none,0,0,0.1247
SKU-015,2024-01-01,16,none,0,0,0.1265
SKU-015,2024-01-08,15,none,0,0,0.2003
SKU-015,2024-01-15,15,none,0,0,0.2073
SKU-015,2024-01-22,13,none,0,0,0.1561
SKU-015,2024-01-29,18,none,0,0,0.145
SKU-015,2024-02-05,15,none,0,0,0.2327
SKU-015,2024-02-12,17,none,0,0,0.2009
SKU-015,2024-02-19,15,none,0,0,0.2578
SKU-015,2024-02-26,14,none,0,0,0.2441
SKU-015,2024-03-04,18,none,0,0,0.1858
SKU-015,2024-03-11,14,none,0,0,0.2522
SKU-015,2024-03-18,12,none,0,0,0.1258
SKU-015,2024-03-25,16,none,0,0,0.2552
SKU-015,2024-04-01,19,none,0,0,0.184
SKU-015,2024-04-08,17,none,0,0,0.2485
SKU-015,2024-04-15,23,business,1,0,0.1086
SKU-015,2024-04-22,19,none,0,0,0.1843
SKU-015,2024-04-29,14,none,0,0,0.2567
SKU-015,2024-05-06,15,none,0,0,0.2595
SKU-015,2024-05-13,14,none,0,0,0.2404
SKU-015,2024-05-20,16,none,0,0,0.2527
SKU-015,2024-05-27,14,none,0,0,0.238
SKU-015,2024-06-03,14,none,0,0,0.2463
SKU-015,2024-06-10,15,none,0,0,0.2653
SKU-015,2024-06-17,17,none,0,0,0.2346
SKU-015,2024-06-24,16,none,0,0,0.2607
SKU-015,2024-07-01,15,none,0,0,0.2663
SKU-015,2024-07-08,15,none,0,0,0.2781
SKU-015,2024-07-15,15,none,0,0,0.2751
SKU-015,2024-07-22,15,none,0,0,0.2657
SKU-015,2024-07-29,13,none,0,0,0.2043
SKU-015,2024-08-05,16,none,0,0,0.2629
SKU-015,2024-08-12,13,none,0,0,0.2011
SKU-015,2024-08-19,15,none,0,0,0.26
SKU-015,2024-08-26,16,none,0,0,0.2498
SKU-015,2024-09-02,13,none,0,0,0.1893
SKU-015,2024-09-09,16,none,0,0,0.2696
SKU-015,2024-09-16,15,none,0,0,0.2623
SKU-015,2024-09-23,14,none,0,0,0.2256
SKU-015,2024-09-30,17,none,0,0,0.2327
SKU-015,2024-10-07,15,none,0,0,0.2645
SKU-015,2024-10-14,16,none,0,0,0.257
SKU-015,2024-10-21,17,none,0,0,0.2294
SKU-015,2024-10-28,15,none,0,0,0.2529
SKU-015,2024-11-04,13,none,0,0,0.137
SKU-015,2024-11-11,17,none,0,0,0.2
SKU-015,2024-11-18,15,none,0,0,0.24
SKU-015,2024-11-25,16,none,0,0,0.2124
SKU-015,2024-12-02,15,none,0,0,0.2284
SKU-015,2024-12-09,15,none,0,0,0.2165
SKU-015,2024-12-16,128,noise,1,1,-0.0941
SKU-015,2024-12-23,16,none,0,0,0.1438
SKU-015,2024-12-30,15,none,0,0,0.1653
SKU-016,2022-02-07,16,none,0,0,0.1179
SKU-016,2022-02-14,16,none,0,0,0.1166
SKU-016,2022-02-21,14,none,0,0,0.1415
SKU-016,2022-02-28,16,none,0,0,0.1309
SKU-016,2022-03-07,16,none,0,0,0.1391
SKU-016,2022-03-14,14,none,0,0,0.1468
SKU-016,2022-03-21,14,none,0,0,0.1502
SKU-016,2022-03-28,16,none,0,0,0.1495
SKU-016,2022-04-04,16,none,0,0,0.1569
SKU-016,2022-04-11,11,none,0,0,0.0126
SKU-016,2022-04-18,16,none,0,0,0.1638
SKU-016,2022-04-25,15,none,0,0,0.1662
SKU-016,2022-05-02,16,none,0,0,0.1568
SKU-016,2022-05-09,16,none,0,0,0.1704
SKU-016,2022-05-16,15,none,0,0,0.1674
SKU-016,2022-05-23,17,none,0,0,0.1364
SKU-016,2022-05-30,14,none,0,0,0.1394
SKU-016,2022-06-06,18,none,0,0,0.1164
SKU-016,2022-06-13,15,none,0,0,0.1644
SKU-016,2022-06-20,12,none,0,0,0.0391
SKU-016,2022-06-27,15,none,0,0,0.178
SKU-016,2022-07-04,14,none,0,0,0.1475
SKU-016,2022-07-11,13,none,0,0,0.1072
SKU-016,2022-07-18,16,none,0,0,0.1624
SKU-016,2022-07-25,13,none,0,0,0.1017
SKU-016,2022-08-01,15,none,0,0,0.1722
SKU-016,2022-08-08,15,none,0,0,0.1742
SKU-016,2022-08-15,14,none,0,0,0.1631
SKU-016,2022-08-22,16,none,0,0,0.16
SKU-016,2022-08-29,15,none,0,0,0.1615
SKU-016,2022-09-05,11,none,0,0,0.0302
SKU-016,2022-09-12,14,none,0,0,0.1787
SKU-016,2022-09-19,13,none,0,0,0.1556
SKU-016,2022-09-26,11,none,0,0,0.033
SKU-016,2022-10-03,16,none,0,0,0.142
SKU-016,2022-10-10,13,none,0,0,0.1488
SKU-016,2022-10-17,15,none,0,0,0.1658
SKU-016,2022-10-24,14,none,0,0,0.1704
SKU-016,2022-10-31,14,none,0,0,0.1664
SKU-016,2022-11-07,16,none,0,0,0.1597
SKU-016,2022-11-14,15,none,0,0,0.1505
SKU-016,2022-11-21,13,none,0,0,0.0945
SKU-016,2022-11-28,18,none,0,0,0.0647
SKU-016,2022-12-05,16,none,0,0,0.129
SKU-016,2022-12-12,15,none,0,0,0.1274
SKU-016,2022-12-19,15,none,0,0,0.0973
SKU-016,2022-12-26,15,none,0,0,0.0795
SKU-016,2023-01-02,16,none,0,0,0.023
SKU-016,2023-01-09,14,none,0,0,0.0688
SKU-016,2023-01-16,15,none,0,0,0.0774
SKU-016,2023-01-23,16,none,0,0,0.0876
SKU-016,2023-01-30,15,none,0,0,0.117
SKU-016,2023-02-06,14,none,0,0,0.101
SKU-016,2023-02-13,14,none,0,0,0.1224
SKU-016,2023-02-20,15,none,0,0,0.1343
SKU-016,2023-02-27,12,none,0,0,0.0262
SKU-016,2023-03-06,15,none,0,0,0.1379
SKU-016,2023-03-13,16,none,0,0,0.1508
SKU-016,2023-03-20,14,none,0,0,0.1502
SKU-016,2023-03-27,12,none,0,0,0.0591
SKU-016,2023-04-03,15,none,0,0,0.1625
SKU-016,2023-04-10,15,none,0,0,0.1667
SKU-016,2023-04-17,18,none,0,0,0.0456
SKU-016,2023-04-24,15,none,0,0,0.1662
SKU-016,2023-05-01,14,none,0,0,0.1491
SKU-016,2023-05-08,16,none,0,0,0.1704
SKU-016,2023-05-15,14,none,0,0,0.1493
SKU-016,2023-05-22,15,none,0,0,0.1601
SKU-016,2023-05-29,18,none,0,0,0.1085
SKU-016,2023-06-05,13,none,0,0,0.0814
SKU-016,2023-06-12,18,none,0,0,0.1149
SKU-016,2023-06-19,14,none,0,0,0.1574
SKU-016,2023-06-26,34,business,1,1,-0.132
SKU-016,2023-07-03,16,none,0,0,0.1603
SKU-016,2023-07-10,14,none,0,0,0.1586
SKU-016,2023-07-17,18,none,0,0,0.1007
SKU-016,2023-07-24,16,none,0,0,0.1619
SKU-016,2023-07-31,16,none,0,0,0.1634
SKU-016,2023-08-07,19,none,0,0,0.0432
SKU-016,2023-08-14,17,none,0,0,0.1344
SKU-016,2023-08-21,15,none,0,0,0.1645
SKU-016,2023-08-28,16,none,0,0,0.1568
SKU-016,2023-09-04,14,none,0,0,0.1688
SKU-016,2023-09-11,13,none,0,0,0.142
SKU-016,2023-09-18,15,none,0,0,0.1594
SKU-016,2023-09-25,14,none,0,0,0.1757
SKU-016,2023-10-02,13,none,0,0,0.144
SKU-016,2023-10-09,13,none,0,0,0.1488
SKU-016,2023-10-16,18,none,0,0,0.09
SKU-016,2023-10-23,36,business,1,1,-0.1218
SKU-016,2023-10-30,20,none,0,1,-0.0014
SKU-016,2023-11-06,16,none,0,0,0.1597
SKU-016,2023-11-13,16,none,0,0,0.1552
SKU-016,2023-11-20,16,none,0,0,0.1343
SKU-016,2023-11-27,13,none,0,0,0.0895
SKU-016,2023-12-04,16,none,0,0,0.129
SKU-016,2023-12-11,13,none,0,0,0.0642
SKU-016,2023-12-18,19,none,0,0,0.0012
SKU-016,2023-12-25,14,none,0,0,0.055
SKU-016,2024-01-01,14,none,0,0,0.0414
SKU-016,2024-01-08,14,none,0,0,0.0688
SKU-016,2024-01-15,17,none,0,1,-0.0188
SKU-016,2024-01-22,15,none,0,0,0.0976
SKU-016,2024-01-29,15,none,0,0,0.117
SKU-016,2024-02-05,16,none,0,0,0.1179
SKU-016,2024-02-12,15,none,0,0,0.1281
SKU-016,2024-02-19,13,none,0,0,0.0518
SKU-016,2024-02-26,14,none,0,0,0.1446
SKU-016,2024-03-04,14,none,0,0,0.1443
SKU-016,2024-03-11,16,none,0,0,0.1508
SKU-016,2024-03-18,15,none,0,0,0.1462
